Operating Unit	Country	ISO3	Indicator	Description	Coarse Age	Sex	Modality	2018-T	2018Q1-R	2018Q2-R	2018Q3-R	2018Q4-R	2019-T	2019Q1-R	2019Q2-R	2019Q3-R	2019Q4-R	2020-T	2020Q1-R	2020Q2-R	2020Q3-R	2020Q4-R	2021-T	2021Q1-R	2021Q2-R	2021Q3-R	2021Q4-R	2022-T	2022Q1-R	2022Q2-R	2022Q3-R	2022Q4-R	2023-T	2023Q1-R	2023Q2-R	2023Q3-R	2023Q4-R	2024-T	2024Q1-R	2024Q2-R	2024Q3-R
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	MobileMod	9,463	1,141	680	421	512	1,059	494	486	411	460	1,368	450	466	13	31		54	97	40	50		25	42	43	11	293	16	36	43	10		6	45	21
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	IndexMod	93	14	2	2	2	73		3	2		76	7	1			59					15					14								1
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Post ANC1							25	19	25	22		17	13	3	6	29	10	23	14	14	154	25	7	15	29	46	62	38	18	13	194			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Other Facility																															1,796			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active SNS																															9			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT Post ANC1 Pregnant/L&D																																18	11	19
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Active Index																															140			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Other Facility																															1,815			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	VCTMod	1,742	61	36	24	17	99	38	26	11	18					2																	9	8	6
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	VCTMod		2				2																												
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Inpat	1,134	46	40	35	39	191	26	37	41	27	161	23	32	14	26	80	17	21	34	22		17	19	25	25	26	15	16	11	23		18	16	20
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	VCT												1																						
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Inpat	20	2	2	1	1	37	2	1		2	3	2	3	2	2	3		2	2					2	1	1	1	1				1		1
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Other PITC	28,795	3,133	3,631	2,880	2,984	13,346	2,904	3,288	2,460	1,893	4,527	1,745	1,909	971	742	1,664	1,185	1,182	1,063	994	621	983	976	744	726	2,502	666	836	594	612		679	866	607
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Index	3,941	110	187	219	190	2,009	58	177	307	621	2,277	583	545	274	284	3,511	342	305	333	325	3,992	329	412	456	495	979	474	534	437	397		399	459	331
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active SNS																															26			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	STI Clinic																			5															
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	PMTCT ANC		3			1	30	1		1									1	1															
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	VCTMod	2,722	128	71	52	57	247	75	72	55	61																	4						1	5
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	SNS																										129								
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	TBClinic	15	1		1	1	14	4	1	1	6	24	3	4	2	1	32	3	3	4	8	13		5	8	3	2	2	1	2	1	19	2	1	
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT ANC	2,457	360	441	385	491	4,196	373	486	373	390	1,179	302	361	328	344	1,928	312	384	298	326	495	250	299	280	278	758	232	306	273	215	574	145	251	181
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Other PITC	886	135	165	149	140	1,499	176	135	119	113	269	57	53	21	14	60	24	20	17	17	12	33	30	19	16	146	18	19	15	12		10	22	11
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	PMTCT Post ANC1 Breastfeeding																																18	14	14
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	MobileMod		21	6		1	83	1		2	1	24												1											
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Index	6,327	200	242	187	188	5,677	44	185	296	803	3,463	762	750	350	320	4,241	398	407	413	412	1,772	374	473	548	621	1,532	533	758	589	530		487	600	480
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	OtherMod	32	15				9	1		1	1	17	1				111																		1
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Other Facility																															136			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Index																															2,040			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	OtherMod	271	183	44	136	145	263	153	105	155	158	304	155	184	12	4	231	40	18	48	31		28	46	78	85	8	101	120	65	56		87	133	128
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Index																															2,153			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	Active Other																															208			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	Active Other																															135			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	VMMC			3	3	2	291		1	3		15																							
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Active Other																															3			
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	TBClinic	1,065	82	26	35	57	2,948	152	129	129	203	1,040	116	88	68	67	1,099	100	79	73	107	825	118	112	91	87	666	84	80	43	76	823	84	98	71
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	Unknown Age	Female	Other PITC																				2														
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	<15	Unknown Sex	Index	175	33	32	78	60	164	26	27	52	16	312	23	37	16	9	244	24	17	23	21	118	23	24	25	22	234	14	19	13	13		10	23	15
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	MobileMod	6,069	813	392	207	295	761	286	268	215	271	806	282	288	30	13		64	103	26	20		19	22	42	24	224	45	58	75	40		26	70	51
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Male	OtherMod	166	114	19	15	60	162	158	152	164	146	91	95	103	3	1	4	5	9	13	9		7	10	26	32	42	21	23	2	11		17	30	42
Lesotho	Lesotho	LSO	HTS_TST_POS	Individuals newly tested positive for HIV	15+	Female	IndexMod	5,819	18	35	114	121	1,823	132	193	153	214	3,180	190	209			969		5	5		442		4	6	5	237	3	6	3	2				5
Lesotho	Lesotho	LSO	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	<18	Male	N/A																							22,568		22,959			20,744		20,278			21,721	
Lesotho	Lesotho	LSO	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	18+	Female	N/A																																	2,140	
Lesotho	Lesotho	LSO	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	18+	Male	N/A																																	2,020	
Lesotho	Lesotho	LSO	OVC_HIVSTAT	Orphans and vulnerable children (<20 years old) with HIV status reported	<18	Female	N/A																							23,649		23,912			21,527		21,193			22,983	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_NEG	Orphans and vulnerable children (<20 years old) with negative HIV status reported	<18	Female	N/A																							19,829		20,179			17,987		17,916			19,742	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_NEG	Orphans and vulnerable children (<20 years old) with negative HIV status reported	18+	Female	N/A																																	1,426	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_NEG	Orphans and vulnerable children (<20 years old) with negative HIV status reported	<18	Male	N/A																							19,034		19,455			17,415		17,193			18,718	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_NEG	Orphans and vulnerable children (<20 years old) with negative HIV status reported	18+	Male	N/A																																	1,343	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_POS	Orphans and vulnerable children (<20 years old) with positive HIV status reported	18+	Male	N/A																																	677	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_POS	Orphans and vulnerable children (<20 years old) with positive HIV status reported	18+	Female	N/A																																	714	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_POS	Orphans and vulnerable children (<20 years old) with positive HIV status reported	<18	Male	N/A																							3,534		3,503			3,329		3,085			3,003	
Lesotho	Lesotho	LSO	OVC_HIVSTAT_POS	Orphans and vulnerable children (<20 years old) with positive HIV status reported	<18	Female	N/A																							3,814		3,732			3,540		3,277			3,241	
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	<18	Unknown Sex	N/A	14,490		12,259		5,761	15,504																												
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	Unknown Age	Female	N/A								23		35			6																					
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	18+	Female	N/A	21,347		14,466		9,520	30,584		16,924		29,541	19,894		9,038		20,962	18,510		21,316		24,915	16,263		19,111		19,726	16,263		18,476		19,812	15,287		19,581	
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	<18	Female	N/A	33,593		20,890		17,602	29,117		20,034		43,197	48,270		14,622		51,377	45,480		43,854		58,969	49,318		40,524		54,836	49,317		41,758		45,621	48,205		38,107	
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	<18	Male	N/A	11,048		7,444		3,637	10,297		19,012		19,052	24,997		13,947		29,894	24,011		25,364		32,180	24,687		22,732		24,912	24,687		20,930		22,719	25,076		22,038	
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	18+	Male	N/A	9,493		5,471		2,710	5,428		7,111		7,423	4,548		2,372		3,564	4,351		3,732		4,511	5,158		3,736		3,781	5,158		3,908		3,874	5,193		4,118	
Lesotho	Lesotho	LSO	OVC_SERV	Beneficiaries served by PEPFAR Orphans and Vulnerable Children programs	Unknown Age	Male	N/A								15		23																								
Lesotho	Lesotho	LSO	PMTCT_ART	HIV-positive pregnant women who received ART	15+	Female	N/A							1,727	2,237	1,901	1,959	7,784	1,689	2,136	1,849	1,895	9,451	1,829	2,142	1,716	1,715	5,249	1,392	1,638	1,374	1,454	6,720	1,302	1,527	1,298	1,267	5,946	1,035	1,374	1,071
Lesotho	Lesotho	LSO	PMTCT_ART	HIV-positive pregnant women who received ART	<15	Unknown Sex	N/A								10	2			1			1	126		4	2		2	2	3			6				3		1		
Lesotho	Lesotho	LSO	PMTCT_EID	Infants born to HIV-positive women who had a first virologic HIV test by 12 months of age	<15	Unknown Sex	N/A	11,195	1,858	2,131	1,875	2,086	12,227	2,089	2,056	1,970	1,700	8,317	1,663	1,941	1,868	1,585	9,215	1,718	1,794	1,794	1,683	5,154	1,591	1,677	1,443	1,362	6,805	1,321	1,403	1,330	1,276	6,166	1,924	1,931	1,995
Lesotho	Lesotho	LSO	PMTCT_HEI_POS	HIV-infected infants identified whose diagnostic sample was collected by 12 months of age	<15	Unknown Sex	N/A		28	19	34	34		34	27	28	17		17	27	19	15		26	10	19	19		17	13	11	9		12	12	12	15		9	18	4
Lesotho	Lesotho	LSO	PMTCT_STAT	Pregnant women attending antenatal care with known HIV status	15+	Female	N/A	45,619	6,011	7,530	8,010	8,513	47,466	7,406	9,389	8,424	8,871	40,063	7,126	9,495	9,123	8,491	37,206	8,322	9,412	8,466	8,368	30,137	6,677	8,034	7,254	7,344	31,150	6,341	7,862	6,996	6,773	31,150	5,565	7,260	6,438
Lesotho	Lesotho	LSO	PMTCT_STAT	Pregnant women attending antenatal care with known HIV status	<15	Unknown Sex	N/A		34	42	30	26	205	17	29	40	28	178	28	24	13	26	126	61	32	25	38	126	32	29	18	30	127	24	19	31	32		23	34	23
Lesotho	Lesotho	LSO	PMTCT_STAT_POS	HIV-positive Pregnant women attending antenatal care	15+	Female	N/A	11,799	1,558	1,845	1,833	2,019	12,872	1,735	2,208	1,906	1,983	8,237	1,667	2,135	1,884	1,867	9,546	1,827	2,110	1,728	1,715	5,268	1,412	1,627	1,377	1,461	6,753	1,300	1,521	1,309	1,265	5,972	1,036	1,377	1,072
Lesotho	Lesotho	LSO	PMTCT_STAT_POS	HIV-positive Pregnant women attending antenatal care	<15	Unknown Sex	N/A		3				1	1	1	2						1	126		4	3		2	1				6				3		1		
Lesotho	Lesotho	LSO	PP_PREV	People from priority populations who completed an HIV prevention intervention	Unknown Age	Male	N/A								1		21			1																					
Lesotho	Lesotho	LSO	PP_PREV	People from priority populations who completed an HIV prevention intervention	15+	Female	N/A	33,991		3,937		32,534	33,917		8,908		19,603	51,312		13,092		35,136	92,440		51,939		72,571	90,568		91,201		81,728	89,927		66,553		156,213	39,519		50,580	
Lesotho	Lesotho	LSO	PP_PREV	People from priority populations who completed an HIV prevention intervention	<15	Unknown Sex	N/A	23,534		2,641		4,646	18,954		1,122		16,231	28,776		4,823		15,397	41,328		10,941		17,465	41,328		10,616		9,643	41,328		13,810		18,711	19,684		12,440	
Lesotho	Lesotho	LSO	PP_PREV	People from priority populations who completed an HIV prevention intervention	Unknown Age	Female	N/A								4		34																								
Lesotho	Lesotho	LSO	PP_PREV	People from priority populations who completed an HIV prevention intervention	15+	Male	N/A	30,298		6,151		95,162	39,646		20,140		23,340	50,455		404			89,164		18,541		41,176	87,858		46,025		39,646	87,221		25,187		87,511	35,572		27,968	
Lesotho	Lesotho	LSO	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	15+	Female	N/A																						10,554	6,422	5,005	5,493	8,196	5,179	5,645	5,887	6,312	13,636	5,248	6,074	6,980
Lesotho	Lesotho	LSO	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	Unknown Age	Female	N/A																						1	2	1								2	2	
Lesotho	Lesotho	LSO	PrEP_CT	People that returned for a follow-up or re-initiation visit to receive PrEP during the reporting period	15+	Male	N/A																						4,622	2,482	2,442	2,412	3,210	2,239	2,568	2,596	2,884	6,717	2,249	2,610	3,107
Lesotho	Lesotho	LSO	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Male	N/A								22												3														
Lesotho	Lesotho	LSO	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	15+	Female	N/A								6,775		5,062	7,899		7,469		23,293	17,158	9,630	6,064	13,312	11,486	23,337													
Lesotho	Lesotho	LSO	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	15+	Male	N/A								3,054		1,920	11,484		3,100		12,285	4,782	4,815	3,145	7,602	4,689	9,417													
Lesotho	Lesotho	LSO	PrEP_CURR	People receiving pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Female	N/A																	4			13														
Lesotho	Lesotho	LSO	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	15+	Male	N/A	5,268	174	452	848	1,771	4,933		1,995		1,478	10,901		2,119		1,222	4,577	1,019	1,606	1,700	1,527	7,052	1,177	1,572	2,327	3,127	8,917	2,896	3,475	1,458	1,839	13,417	2,450	2,955	2,578
Lesotho	Lesotho	LSO	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	Unknown Age	Female	N/A																				15		1	6	3	1				2					
Lesotho	Lesotho	LSO	PrEP_NEW	People newly enrolled on pre-exposure prophylaxis to prevent HIV infection	15+	Female	N/A	18,725	288	619	1,276	2,470	7,496		4,760		3,910	7,559		5,377		2,533	16,318	2,625	3,214	3,734	7,255	17,580	3,070	4,890	5,313	5,748	22,891	6,338	8,189	8,323	6,445	27,253	6,976	8,062	8,280
Lesotho	Lesotho	LSO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	15+	Male	N/A	6,540		1,262		1,084	6,503	548	533	524	566	6,170	531	470	268	262	3,451	392	267	305	365	3,910				1,633	4,051				1,881	3,037			
Lesotho	Lesotho	LSO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	<15	Unknown Sex	N/A	319		35		31	281	18	15	14	22	232	21	23	12	5	622	11	15	11	12	216				52	359				45	97			
Lesotho	Lesotho	LSO	TB_ART	TB cases with documented HIV-positive status who start or continue ART	15+	Female	N/A	3,997		770		784	3,978	361	361	337	398	4,133	372	339	183	146	2,296	213	187	192	243	2,509				1,021	2,247				1,055	1,969			
Lesotho	Lesotho	LSO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	<15	Unknown Sex	N/A	1,311		63		38	4,621		129		189	5,869		1,108		556	21,916		249		181	886		138		95	1,146		128		666	988		316	
Lesotho	Lesotho	LSO	TB_PREV	ART patients who completed a standard course of TB preventive therapy	15+	Female	N/A	44,095		449		185	23,649		1,084		3,787	74,485		20,387		10,519	7,978		3,913		3,418	16,225		2,500		2,395	16,205		3,304		3,815	21,069		6,642	
